Archetype,House number,CAH Type,Operation,Solar,Grid Import,Total Load,Total Cost
Detached,1,H1,safe_unidirectional,best,4625.288715,5575.168732,734.546711
Detached,1,H1,hybrid_bidirectional,worst,4655.207693,5747.320736,501.597401
Detached,1,H1,hybrid_bidirectional,best,4199.711186,5743.420892,416.750089
Detached,1,H2,safe_unidirectional,worst,3363.812399,4070.255399,708.785914
Detached,1,H2,safe_unidirectional,best,3123.334891,4070.255399,629.409943
Detached,1,H2,hybrid_bidirectional,worst,2748.757006,4278.264444,293.763321
Detached,1,H2,hybrid_bidirectional,best,2147.557736,4272.355965,221.187081
Detached,1,H3,safe_unidirectional,worst,2402.678691,3106.035399,641.506554
Detached,1,H3,safe_unidirectional,best,2155.857608,3106.035399,561.686534
Detached,1,H3,hybrid_bidirectional,worst,1821.188859,3340.562896,178.738407
Detached,1,H3,hybrid_bidirectional,best,1240.30383,3327.21295,120.382275
Detached,1,H1,safe_unidirectional,worst,4935.359848,5634.974732,831.110506
Detached,1,H1,safe_unidirectional,best,4684.834595,5634.974732,750.215247
Detached,1,H1,hybrid_bidirectional,worst,4706.922388,5811.963113,511.12086
Detached,1,H1,hybrid_bidirectional,best,4260.508515,5807.878266,425.996698
Detached,1,H2,safe_unidirectional,worst,3419.833527,4130.061399,725.023663
Detached,1,H2,safe_unidirectional,best,3177.070215,4130.061399,644.671741
Detached,1,H2,hybrid_bidirectional,worst,2802.511625,4347.815721,298.817484
Detached,1,H2,hybrid_bidirectional,best,2168.373835,4344.057312,217.731489
Detached,1,H3,safe_unidirectional,worst,2455.043979,3165.841399,657.488395
Detached,1,H3,safe_unidirectional,best,2202.830575,3165.841399,576.474966
Detached,1,H3,hybrid_bidirectional,worst,1869.964149,3409.337047,181.824081
Detached,1,H3,hybrid_bidirectional,best,1257.431089,3396.647653,121.535909
Detached,1,H1,safe_unidirectional,worst,4822.761728,5520.588432,803.66067
Detached,1,H1,safe_unidirectional,best,4555.500015,5520.588432,715.82525
Detached,1,H1,hybrid_bidirectional,worst,4598.731663,5685.075385,494.569782
Detached,1,H1,hybrid_bidirectional,best,4114.367951,5677.274585,408.371478
Detached,1,H2,safe_unidirectional,worst,3311.315051,4015.675099,697.859403
Detached,1,H2,safe_unidirectional,best,3048.234196,4015.675099,610.316643
Detached,1,H2,hybrid_bidirectional,worst,2643.129305,4217.370949,274.44602
Detached,1,H2,hybrid_bidirectional,best,2008.361963,4207.454057,200.138556
Detached,1,H3,safe_unidirectional,worst,2347.008547,3051.455099,630.357948
Detached,1,H3,safe_unidirectional,best,2076.216678,3051.455099,542.275417
Detached,1,H3,hybrid_bidirectional,worst,1696.098691,3274.423712,165.588665
Detached,1,H3,hybrid_bidirectional,best,1146.591462,3257.504819,111.277044
Detached,1,H1,safe_unidirectional,worst,4803.446684,5512.815232,792.483619
Detached,1,H1,safe_unidirectional,best,4578.111488,5512.815232,719.980734
Detached,1,H1,hybrid_bidirectional,worst,4597.802458,5684.203531,486.202511
Detached,1,H1,hybrid_bidirectional,best,4161.204226,5678.073481,412.083713
Detached,1,H2,safe_unidirectional,worst,3290.985131,4007.901899,686.61131
Detached,1,H2,safe_unidirectional,best,3072.787716,4007.901899,614.60807
Detached,1,H2,hybrid_bidirectional,worst,2678.400998,4210.673055,286.572071
Detached,1,H2,hybrid_bidirectional,best,2081.335423,4202.538298,217.474953
Detached,1,H3,safe_unidirectional,worst,2326.268807,3043.681899,619.081168
Detached,1,H3,safe_unidirectional,best,2097.109831,3043.681899,546.310618
Detached,1,H3,hybrid_bidirectional,worst,1730.955341,3272.078511,169.047351
Detached,1,H3,hybrid_bidirectional,best,1186.175866,3259.518504,113.908202
Detached,1,H1,safe_unidirectional,worst,4853.336076,5525.582732,817.00504
Detached,1,H1,safe_unidirectional,best,4607.299339,5525.582732,736.956479
Detached,1,H1,hybrid_bidirectional,worst,4623.479299,5693.293844,501.498045
Detached,1,H1,hybrid_bidirectional,best,4175.83606,5685.90715,422.509597
Detached,1,H2,safe_unidirectional,worst,3338.641267,4020.669399,710.976403
Detached,1,H2,safe_unidirectional,best,3098.947212,4020.669399,631.371831
Detached,1,H2,hybrid_bidirectional,worst,2676.267334,4225.790333,288.451793
Detached,1,H2,hybrid_bidirectional,best,2089.487332,4218.080961,215.632471
Detached,1,H3,safe_unidirectional,worst,2373.866006,3056.449399,643.442135
Detached,1,H3,safe_unidirectional,best,2122.146691,3056.449399,562.995794
Detached,1,H3,hybrid_bidirectional,worst,1758.337927,3286.571662,176.048827
Detached,1,H3,hybrid_bidirectional,best,1205.700206,3270.43417,121.92455
Detached,1,H1,safe_unidirectional,worst,4806.736932,5499.357732,787.497499
Detached,1,H1,safe_unidirectional,best,4585.451119,5499.357732,715.517198
Detached,1,H1,hybrid_bidirectional,worst,4606.190308,5669.031618,488.03176
Detached,1,H1,hybrid_bidirectional,best,4151.701009,5664.733252,409.738384
Detached,1,H2,safe_unidirectional,worst,3291.605091,3994.444399,681.43827
Detached,1,H2,safe_unidirectional,best,3073.775148,3994.444399,609.69988
Detached,1,H2,hybrid_bidirectional,worst,2708.745564,4204.306249,280.634009
Detached,1,H2,hybrid_bidirectional,best,2094.348726,4201.779671,206.305074
Detached,1,H3,safe_unidirectional,worst,2329.021516,3030.224399,614.05742
Detached,1,H3,safe_unidirectional,best,2102.17337,3030.224399,541.687755
Detached,1,H3,hybrid_bidirectional,worst,1725.515233,3262.068213,170.646547
Detached,1,H3,hybrid_bidirectional,best,1138.656345,3250.855852,113.323443
Detached,1,H1,safe_unidirectional,worst,4940.686896,5663.864132,833.834187
Detached,1,H1,safe_unidirectional,best,4693.780742,5663.864132,753.534378
Detached,1,H1,hybrid_bidirectional,worst,4726.504627,5839.770895,519.676392
Detached,1,H1,hybrid_bidirectional,best,4265.303982,5832.607019,439.553688
Detached,1,H2,safe_unidirectional,worst,3423.974915,4158.950799,727.664349
Detached,1,H2,safe_unidirectional,best,3182.822008,4158.950799,647.767266
Detached,1,H2,hybrid_bidirectional,worst,2842.941964,4375.195208,309.490897
Detached,1,H2,hybrid_bidirectional,best,2203.97662,4367.632653,232.37339
Detached,1,H3,safe_unidirectional,worst,2463.233427,3194.730799,660.412444
Detached,1,H3,safe_unidirectional,best,2211.965919,3194.730799,579.80734
Detached,1,H3,hybrid_bidirectional,worst,1870.265769,3436.169537,193.118486
